朝阳公园酒仙桥南十里居小三居室，低楼层，仅有契税,342万,单价53944元/平米
葡东小区 2室1厅 250万,250万,单价33576元/平米
满五年公房 中化家属楼 管理好 南北通透,499万,单价84864元/平米
大成国际 LOFT 只算一层面积，有10平米露台,369万,单价86377元/平米
林业楼 原始三居室 改两室带22平米客厅 无增值税,289万,单价41836元/平米
朝南 高层 视野开阔 随时签约 诚心卖,725万,单价71079元/平米
满两年，原值高，南北通透三居室,415万,单价41751元/平米
满五年公房 朝南两居室 带电梯,280万,单价51189元/平米
正规三居室，中间楼层，双阳台，居住舒适,295万,单价27402元/平米
富力城D区+全南向+双卫+储藏室+中高层+价格优,1050万,单价96712元/平米
温馨西北一居室，安静舒适，美好生活的开始,365万,单价53622元/平米
曙光里 3室1厅 499万,499万,单价65178元/平米
功能性小三居，满二年，看房有钥匙,465万,单价50654元/平米
交大东路31号院 3室1厅 698万,698万,单价95748元/平米
首付140左右小两居室，位置好紧邻地铁旁,370万,单价43627元/平米
2楼 满五年唯一商品房 功能间独立 客厅有窗 随时签约,322万,单价53224元/平米
时雨园 通透板楼四居室 客厅双卧朝南 位置安静有车位,1750万,单价101668元/平米
月桂庄园 2室2厅 450万,450万,单价48315元/平米
层高3.3米，面宽3.88米，满五年，家庭名下唯一住房,910万,单价74105元/平米
首付160万中间楼层南北通透商品房满五年唯一两居室,380万,单价49765元/平米
南北通透格局，满五年唯一商品房，高楼层无遮挡,890万,单价66797元/平米
二层，全明格局正规三居。小区中间位置安静不临街,659万,单价85942元/平米
茉藜园板楼三居室 满五年唯一 精装 不临街 看房方便,735万,单价60311元/平米
宋家庄地铁，满五唯一正规方正两居室,445万,单价55356元/平米
晾果厂3号院 2室1厅 660万,660万,单价104266元/平米
南北板楼，三居，明厨明卫双卫，带车位，满五年唯一,729万,单价62759元/平米
天鸿美域  满五唯一 精装修 次顶层 全明格局,670万,单价57571元/平米
东城区，近地铁，全明格局，总价低小两居,490万,单价100390元/平米
南北通透 全明格局 人车分流 葱葱郁郁,1250万,单价81583元/平米
新上房源，业主诚心出售，满五年，业主名下无其他住房,245万,单价36611元/平米
远见名苑二期，板楼，通透大两居，一梯两户,919万,单价85251元/平米
高层东南三居室，视野开阔，采光好，看房方便,1460万,单价83339元/平米
金星园南北通透三居室满五年唯一住房,1470万,单价98092元/平米
八通线京通快速两广路电梯三居随时可签,545万,单价38840元/平米
花园北路乙28号院板楼南北通透满五年公房1998年楼龄,758万,单价72536元/平米
东城区永定门悠胜美苑两居室业主诚意出售,660万,单价57482元/平米
房子是满五唯一，不临街不把边，高楼层，视野好。,399万,单价44979元/平米
世华高层景观房 满五唯一 全明三居,935万,单价71830元/平米
育龙家园 3室2厅 465万,465万,单价33028元/平米
沿海 板楼 两居室 采光好 南北通透,642万,单价67701元/平米
远大园三区南向复式 高楼层 满五年唯一,1350万,单价85292元/平米
观护城河西南向大三居，采光充足无遮挡。税费低。,1150万,单价73927元/平米
必看好房 满5年唯一 精装2居 中间楼层,780万,单价79028元/平米
强佑清河新城 精装修三居室 业主诚心出售,925万,单价66214元/平米
四室两卫有正规客厅 96年房龄 航空家属院 南北通透,1660万,单价142612元/平米
二环内 民安小区 无遮挡 满五年精装两居,730万,单价102572元/平米
客厅带两个窗户，房本满五年，集中供暖,305万,单价34440元/平米
中间层南北三居  通风采光好  没有遮挡,498万,单价50564元/平米
马家堡 西马金润家园 南北双通透两居,535万,单价60045元/平米
南北通透三居，中间楼层，业主诚心出售,930万,单价104144元/平米
南北通透三居室，次顶层，采光无遮挡,1810万,单价121902元/平米
远洋山水双南双北三居室看房随时诚心出售,980万,单价70231元/平米
南北通透3居、中间楼层、满五年唯一,435万,单价61615元/平米
店长推荐！价格能谈！商品房南北通透 双卫 满五年唯一,556万,单价65482元/平米
南北通透 中间楼层 视野开阔 精装修 不临街满五年唯一,720万,单价68854元/平米
远洋一方北润园  一梯两户 精装三居室,520万,单价58316元/平米
田字格户型南北通透低楼层精装修采光好,880万,单价128599元/平米
满五唯一高楼层三居 业主诚售 适合改善客户,418万,单价48347元/平米
嘉润花园 满五唯一 方正2居 看房方便,655万,单价61267元/平米
金汉绿港正规三居室 南北通透 满五年只有这一套住房,529万,单价43030元/平米
人车分流小区国企物业，正对花园，装修好，仅契税。,478万,单价55698元/平米
业主诚心出售，看房随时，小区环境好，管理好,1050万,单价86010元/平米
紫金长安 2室1厅 1210万,1210万,单价109981元/平米
东南3居 满5唯一  业主诚意出售 看房方便,865万,单价64775元/平米
满五年公房 低楼层大两居  看房随时 诚心卖,698万,单价82448元/平米
保利欣苑 南北通透 全明格局三居 精装修,829万,单价64751元/平米
满五年唯一商品房 南北三居 精装修 小区中间位置,795万,单价58383元/平米
精装修  楼层好，朝向好朝南 采光好,227万,单价47590元/平米
看丹桥 2000年板楼 满五年 公房 南北通透 中间楼层,388万,单价57876元/平米
钢铁研究院 2室1厅 455万,455万,单价90100元/平米
房子2004年板楼，把边户型，精装修。拎包入住。,779万,单价73602元/平米
满五年，全南向，不临街，楼间距大，阳光好，地铁近,620万,单价63034元/平米
西城区广安门 远见名苑西向大两居室 看房方便,778万,单价92996元/平米
光华欣居 2室1厅 420万,420万,单价63589元/平米
《店长推荐》满五唯一 户型方正 看房方便 诚心出售,259万,单价29509元/平米
保利三期三居室 满五年唯一 精装修 中高楼层,525万,单价57472元/平米
户型方正，南北通透格局，楼层好，采光充足,282万,单价32556元/平米
正规南北通透三居，满五年唯一，万科物业，商品房住宅,532万,单价43986元/平米
西南北朝向，三居室，购房税费少,1139.3万,单价85000元/平米
双裕正规两居，满五家庭就这一套，价格能谈看房随时,295万,单价36996元/平米
成寿寺中海城板楼南北通透三居室,868万,单价64373元/平米
商品房满五年唯一    南北通透只有契税   诚售,385万,单价42095元/平米
东四环内，两居室，业主诚意出售，满五年公房,335万,单价60645元/平米
首邑溪谷  纯东向  满五唯一,290万,单价75778元/平米
2000年商品房单独管理，居住的人群素质高随时签约,950万,单价68062元/平米
远洋山水北区 中间位置 全明格局 满五年唯一 三居,930万,单价72374元/平米
满五唯一无个税，户型方正，前后无遮挡,378万,单价43776元/平米
南北通透两居室采光通风好，客厅方正好摆电视沙发,470万,单价70118元/平米
北二环2003年楼盘紧邻公园满五年,1060万,单价142973元/平米
车站路6号院 2室1厅 466万,466万,单价67293元/平米
华业东方玫瑰D区 3室1厅 530万,530万,单价55492元/平米
怡锦园 东南向 两居室 高楼层 视野开阔,599万,单价59103元/平米
低楼层，明厨明卫，户型方正，配套完善，交通便利,228万,单价52523元/平米
南北通透的三居室 精装修 中间楼层,850万,单价64385元/平米
观音寺南里 3室1厅 270万,270万,单价32472元/平米
全南两居，客厅带阳台，配套设施齐全，交通便利,310万,单价45710元/平米
蒲黄榆五巷 2室1厅 358万,358万,单价60108元/平米
满五唯一商品房 2004年社区 诚心出售,410万,单价47149元/平米
双井北里 2室1厅 345万,345万,单价62320元/平米
林肯公园 3室2厅 990万,990万,单价67297元/平米
南北通透，满五唯一，首套1.5%的契税，二套3%。,630万,单价47344元/平米
金蝉里中高层全南2居，满五年唯一随时看房,439万,单价49371元/平米
铁二区 1994年新楼龄 环境好 格局好 诚售,816万,单价114286元/平米
南二环边，南向两居室诚心出售。,418万,单价68301元/平米
金顶阳光 满五唯一 诚心出售 带一个租赁车位,395万,单价46487元/平米
甘家口定慧寺 双卫+复式 高楼层视野好 精装修不临街,1090万,单价90217元/平米
金蝉南里 1室1厅 315万,315万,单价56574元/平米
电梯花园洋房 次顶层 双卧向阳 明厅明卫 满五一套,500万,单价36380元/平米
朝青 富华家园 二期 全南向三居室,599万,单价49083元/平米
此房满五年商品房 交易成本低 产权清晰,898万,单价108586元/平米
2013年电梯房一居室 中高层视野开阔 明亮舒适,164万,单价31957元/平米
房本满五年 家庭名下唯一住房 业主诚心出售,207万,单价39287元/平米
港馨家园西区 2室1厅 369万,369万,单价38655元/平米
刘家窑地铁两居室，满五年唯一商品房，业主诚心出售。,355万,单价56864元/平米
新悦家园精装一居室  2003年商品房满五年唯一,195万,单价56457元/平米
新登记 满五唯一公房 带电梯 管理好 楼道干净,997万,单价149925元/平米
安苑北里  中间层  两室两厅 满五唯一商品房,560万,单价80138元/平米
太平家园南北两居，商品房满五年，格局合理,378万,单价53240元/平米
南北通透格局  精装修  满五年唯一,625万,单价72565元/平米
满五唯一 看房方便，诚心出售.,465万,单价43208元/平米
龙山华府 精装两居 满五年唯一  诚心出售,355万,单价41031元/平米
南北通透 田字格户型 满五年唯一公房 小区环境好,562万,单价74241元/平米
业主非常不舍得卖的一套精装婚房,385万,单价62409元/平米
果园万达版块，广渠路开间中间楼层精装修,228万,单价53234元/平米
金顶街南向一居室 满五唯一 带电梯 精装修 诚心出售！,230万,单价51078元/平米
国美第一城2号院 2室1厅 635万,635万,单价66271元/平米
可以做阁楼 全明户型 南北向一居室,248万,单价44247元/平米
华威北里，塔楼双南向，满五唯一，精装修，诚售,320万,单价73665元/平米
金顶街五一商品房，精品两居室，随时看房,438万,单价44685元/平米
农光东里 2室1厅 330万,330万,单价63584元/平米
满五年唯一公房，1993年楼龄，两居有钥匙，诚意出售,490万,单价75258元/平米
洋桥 角门 马家堡 西罗园 洋桥72号院 全明格局 两居,303万,单价52770元/平米
满五年唯一   客厅带窗户  南北双阳台 自住精装修,393万,单价47145元/平米
满五唯一，小区中间位置，中间楼层，南向采光好,290万,单价30875元/平米
